Order_ID,Order_Date,Product_Category,Product,Quantity,Unit_Price,Total_Sales,Customer_Gender,Customer_Age,Region,Payment_Method
ORD0312,2025-10-29,Home & Kitchen,Bedsheet,4,7250,29000,Male,40,North,Cash
ORD0313,2025-03-01,Electronics,Keyboard,4,4310,17240,Male,40,East,Debit Card
ORD0314,2025-06-28,Beauty,Shampoo,5,2670,13350,Female,24,West,Cash
ORD0315,2025-12-30,Home & Kitchen,Mixer,3,750,2250,Male,19,East,UPI
ORD0316,2025-10-10,Clothing,Jeans,5,1390,6950,Male,39,West,Cash
ORD0317,2025-11-24,Clothing,Sneakers,2,1450,2900,Female,43,North,Credit Card
ORD0318,2025-01-03,Beauty,Lipstick,4,2190,8760,Male,31,East,UPI
ORD0319,2025-07-07,Sports,Football,5,2410,12050,Female,30,West,UPI
ORD0320,2025-06-10,Home & Kitchen,Bedsheet,5,6840,34200,Female,57,West,UPI
ORD0321,2025-03-30,Home & Kitchen,Lamp,4,6620,26480,Female,57,North,Credit Card
ORD0322,2025-03-01,Home & Kitchen,Mixer,2,3420,6840,Male,41,South,Cash
ORD0323,2025-08-05,Beauty,Lipstick,2,2160,4320,Male,49,South,Credit Card
ORD0324,2025-06-11,Beauty,Moisturizer,2,1150,2300,Female,57,North,Debit Card
ORD0325,2025-07-16,Electronics,Mouse,2,8790,17580,Female,44,West,Cash
ORD0326,2025-10-17,Beauty,Perfume,2,620,1240,Male,32,East,UPI
ORD0327,2025-03-28,Home & Kitchen,Cookware Set,5,3250,16250,Female,54,West,UPI
ORD0328,2025-10-06,Sports,Football,3,8430,25290,Female,52,North,Cash
ORD0329,2025-12-01,Sports,Yoga Mat,4,1540,6160,Male,37,North,Cash
ORD0330,2025-03-02,Home & Kitchen,Lamp,1,4790,4790,Male,31,East,Cash
ORD0331,2025-04-16,Clothing,Dress,2,4510,9020,Male,21,East,Debit Card
ORD0332,2025-12-27,Sports,Dumbbells,2,3810,7620,Female,36,East,UPI
ORD0333,2025-12-02,Clothing,Sneakers,1,1910,1910,Male,62,South,Credit Card
ORD0334,2025-12-13,Clothing,Jacket,2,4390,8780,Female,49,South,Debit Card
ORD0335,2025-11-21,Beauty,Perfume,4,580,2320,Male,43,East,Debit Card
ORD0336,2025-02-17,Beauty,Perfume,3,210,630,Female,58,East,UPI
ORD0337,2025-04-19,Sports,Tennis Racket,2,4890,9780,Female,35,East,Debit Card
ORD0338,2025-10-17,Home & Kitchen,Storage Box,5,1630,8150,Female,39,North,UPI
ORD0339,2025-03-22,Electronics,Mouse,1,5880,5880,Female,47,North,Cash
ORD0340,2025-05-21,Clothing,Jeans,3,1310,3930,Male,59,East,Debit Card
ORD0341,2025-07-22,Electronics,Keyboard,2,2920,5840,Female,64,South,Cash
ORD0342,2025-09-02,Electronics,Headphones,1,9540,9540,Male,26,South,Cash
ORD0343,2025-08-05,Electronics,Headphones,3,5730,17190,Male,48,North,Credit Card
ORD0344,2025-06-10,Beauty,Face Wash,1,720,720,Female,37,South,Cash
ORD0345,2025-10-16,Clothing,Jeans,1,3210,3210,Male,57,South,Cash
ORD0346,2025-11-12,Home & Kitchen,Cookware Set,2,4510,9020,Female,31,North,UPI
ORD0347,2025-07-16,Clothing,T-Shirt,5,4230,21150,Female,45,East,Credit Card
ORD0348,2025-10-11,Clothing,Jacket,1,1770,1770,Female,62,North,Debit Card
ORD0349,2025-04-07,Clothing,Dress,5,3100,15500,Female,36,North,Credit Card
ORD0350,2025-09-13,Beauty,Perfume,1,1430,1430,Male,51,North,Debit Card
ORD0351,2025-08-04,Home & Kitchen,Cookware Set,4,6120,24480,Female,52,South,Cash
ORD0352,2025-01-08,Electronics,Headphones,5,3560,17800,Female,31,North,UPI
ORD0353,2025-08-01,Beauty,Lipstick,3,2760,8280,Female,62,West,UPI
ORD0354,2025-05-23,Sports,Dumbbells,5,2060,10300,Male,37,North,Credit Card
ORD0355,2025-10-28,Clothing,Dress,3,2500,7500,Male,37,West,Credit Card
ORD0356,2025-03-01,Electronics,Smartphone,1,18590,18590,Female,57,North,Debit Card
ORD0357,2025-03-12,Clothing,T-Shirt,1,4120,4120,Male,28,West,Debit Card
ORD0358,2025-07-10,Sports,Dumbbells,3,2200,6600,Male,65,East,UPI
ORD0359,2025-09-26,Electronics,Keyboard,4,11940,47760,Male,34,North,Cash
ORD0360,2025-09-13,Beauty,Lipstick,3,480,1440,Male,41,South,Debit Card
ORD0361,2025-09-18,Electronics,Smartwatch,1,10150,10150,Male,20,North,Credit Card
ORD0362,2025-03-18,Electronics,Mouse,3,16480,49440,Male,20,West,Credit Card
ORD0363,2025-06-13,Home & Kitchen,Cookware Set,4,7670,30680,Female,22,East,UPI
ORD0364,2025-09-22,Sports,Football,2,2780,5560,Male,43,North,Cash
ORD0365,2025-10-11,Home & Kitchen,Lamp,3,1180,3540,Female,18,East,Credit Card
ORD0366,2025-11-15,Home & Kitchen,Storage Box,3,7870,23610,Male,47,East,Cash
ORD0367,2025-01-04,Clothing,Dress,2,1270,2540,Female,19,South,Debit Card
ORD0368,2025-07-12,Electronics,Keyboard,1,27720,27720,Female,24,South,Credit Card
ORD0369,2025-12-31,Beauty,Perfume,1,920,920,Female,23,North,Credit Card
ORD0370,2025-02-13,Sports,Tennis Racket,3,5190,15570,Male,50,South,Cash
ORD0371,2025-08-11,Electronics,Smartwatch,5,3350,16750,Male,33,East,Debit Card
ORD0372,2025-08-20,Home & Kitchen,Bedsheet,3,3550,10650,Female,32,North,Credit Card
ORD0373,2025-02-24,Clothing,Dress,1,1290,1290,Male,46,West,Debit Card
ORD0374,2025-04-17,Beauty,Face Wash,5,2030,10150,Female,37,West,Debit Card
ORD0375,2025-06-05,Electronics,Headphones,2,28900,57800,Male,31,East,Credit Card
ORD0376,2025-09-20,Electronics,Smartphone,3,17030,51090,Male,61,East,Debit Card
ORD0377,2025-08-20,Clothing,T-Shirt,4,4870,19480,Male,24,West,UPI
ORD0378,2025-04-24,Clothing,T-Shirt,1,810,810,Male,30,West,Debit Card
ORD0379,2025-02-08,Electronics,Smartwatch,5,11400,57000,Male,22,South,Cash
ORD0380,2025-01-22,Clothing,T-Shirt,3,1120,3360,Female,21,South,Cash
ORD0381,2025-12-16,Beauty,Perfume,1,2150,2150,Female,29,East,Credit Card
ORD0382,2025-03-18,Clothing,Jacket,3,2780,8340,Male,57,South,Debit Card
ORD0383,2025-02-01,Beauty,Perfume,5,2650,13250,Male,35,West,Credit Card
ORD0384,2025-11-19,Beauty,Shampoo,5,1470,7350,Male,42,East,Cash
ORD0385,2025-10-17,Sports,Tennis Racket,3,9840,29520,Female,42,East,Credit Card
ORD0386,2025-01-16,Electronics,Keyboard,5,9770,48850,Female,21,West,Debit Card
ORD0387,2025-05-07,Sports,Yoga Mat,2,1520,3040,Male,35,North,Credit Card
ORD0388,2025-03-30,Sports,Tennis Racket,3,9090,27270,Male,33,East,Debit Card
ORD0389,2025-10-16,Sports,Football,3,6310,18930,Male,54,South,Cash
ORD0390,2025-01-20,Sports,Cricket Bat,2,5520,11040,Male,21,South,Credit Card
ORD0391,2025-06-19,Electronics,Smartwatch,4,820,3280,Male,26,East,Credit Card
ORD0392,2025-10-28,Home & Kitchen,Mixer,1,1810,1810,Male,25,East,UPI
ORD0393,2025-06-22,Home & Kitchen,Bedsheet,5,1330,6650,Female,38,South,Credit Card
ORD0394,2025-12-29,Beauty,Perfume,3,1090,3270,Female,32,South,Cash
ORD0395,2025-01-01,Home & Kitchen,Lamp,2,2110,4220,Female,54,North,Credit Card
ORD0396,2025-11-24,Sports,Cricket Bat,5,2760,13800,Male,49,South,Debit Card
ORD0397,2025-03-27,Electronics,Smartphone,3,13880,41640,Male,63,East,Cash
ORD0398,2025-12-21,Electronics,Keyboard,2,11020,22040,Male,40,East,UPI
ORD0399,2025-08-03,Electronics,Headphones,4,18740,74960,Male,44,West,Cash
ORD0400,2025-09-03,Home & Kitchen,Storage Box,4,1330,5320,Male,28,West,UPI
ORD0401,2025-05-14,Electronics,Keyboard,1,13850,13850,Male,22,East,Credit Card
ORD0402,2025-02-17,Beauty,Shampoo,1,3000,3000,Female,56,West,UPI
ORD0403,2025-03-22,Beauty,Shampoo,5,2420,12100,Male,24,East,Credit Card
ORD0404,2025-10-04,Clothing,Sneakers,5,4190,20950,Female,60,East,Debit Card
ORD0405,2025-10-20,Clothing,T-Shirt,1,2510,2510,Female,27,North,Debit Card
ORD0406,2025-12-05,Electronics,Mouse,1,12860,12860,Female,30,North,UPI
ORD0407,2025-08-31,Clothing,Jeans,3,910,2730,Male,37,West,Cash
ORD0408,2025-07-18,Beauty,Moisturizer,1,2980,2980,Male,41,West,Debit Card
ORD0409,2025-08-14,Clothing,Sneakers,1,1840,1840,Female,34,South,Debit Card
ORD0410,2025-12-23,Sports,Football,2,8200,16400,Male,23,East,Cash
ORD0411,2025-07-18,Sports,Yoga Mat,5,1120,5600,Female,52,West,Credit Card
ORD0412,2025-01-18,Beauty,Moisturizer,1,2220,2220,Male,25,West,Credit Card
ORD0413,2025-01-22,Clothing,Jeans,2,1140,2280,Female,23,West,Credit Card
ORD0414,2025-02-04,Clothing,Dress,3,2130,6390,Male,42,West,Debit Card
ORD0415,2025-12-25,Home & Kitchen,Storage Box,4,420,1680,Female,25,West,Credit Card
ORD0416,2025-02-21,Clothing,Dress,5,3480,17400,Male,54,North,Debit Card
ORD0417,2025-07-16,Sports,Cricket Bat,4,3200,12800,Female,54,West,UPI
ORD0418,2025-11-13,Clothing,Jacket,4,1230,4920,Female,20,West,Debit Card
ORD0419,2025-07-10,Clothing,T-Shirt,4,1870,7480,Male,39,East,Debit Card
ORD0420,2025-03-10,Home & Kitchen,Bedsheet,1,2630,2630,Female,65,West,Debit Card
ORD0421,2025-02-15,Home & Kitchen,Bedsheet,5,6910,34550,Male,46,South,Cash
ORD0422,2025-09-21,Beauty,Lipstick,3,480,1440,Male,22,East,Cash
ORD0423,2025-03-30,Clothing,Dress,5,640,3200,Male,30,North,Credit Card
ORD0424,2025-12-27,Electronics,Mouse,1,15560,15560,Male,35,East,Cash
ORD0425,2025-01-16,Sports,Tennis Racket,1,7470,7470,Male,41,West,Cash
ORD0426,2025-06-29,Clothing,Sneakers,5,3320,16600,Female,28,East,UPI
ORD0427,2025-03-25,Home & Kitchen,Mixer,4,800,3200,Male,32,South,Credit Card
ORD0428,2025-12-16,Home & Kitchen,Bedsheet,5,500,2500,Male,48,South,Credit Card
ORD0429,2025-11-08,Sports,Football,2,3080,6160,Female,63,East,Cash
ORD0430,2025-04-22,Beauty,Moisturizer,4,1490,5960,Female,37,West,UPI
ORD0431,2025-11-28,Electronics,Smartwatch,3,23790,71370,Female,37,North,Cash
ORD0432,2025-06-16,Electronics,Keyboard,3,27030,81090,Female,34,East,Credit Card
ORD0433,2025-11-04,Clothing,Dress,2,790,1580,Female,60,East,Credit Card
ORD0434,2025-08-03,Electronics,Mouse,3,11420,34260,Female,42,North,Credit Card
ORD0435,2025-09-01,Home & Kitchen,Cookware Set,5,6830,34150,Female,50,East,Credit Card
ORD0436,2025-08-30,Sports,Yoga Mat,3,1490,4470,Male,65,East,Credit Card
ORD0437,2025-04-25,Home & Kitchen,Mixer,2,3930,7860,Female,44,East,Debit Card
ORD0438,2025-03-02,Home & Kitchen,Storage Box,3,5040,15120,Female,21,North,Cash
ORD0439,2025-12-15,Clothing,Dress,1,4940,4940,Female,51,East,Cash
ORD0440,2025-06-25,Electronics,Smartphone,2,9000,18000,Female,54,West,Credit Card
ORD0441,2025-06-20,Home & Kitchen,Cookware Set,1,5290,5290,Male,38,North,UPI
ORD0442,2025-10-23,Beauty,Moisturizer,2,1060,2120,Male,49,North,Credit Card
ORD0443,2025-08-08,Sports,Tennis Racket,4,4630,18520,Female,42,North,UPI
ORD0444,2025-06-14,Sports,Yoga Mat,3,640,1920,Male,19,North,Credit Card
ORD0445,2025-02-22,Clothing,Jacket,3,1160,3480,Female,50,East,Credit Card
ORD0446,2025-08-22,Electronics,Headphones,3,12710,38130,Female,45,South,Debit Card
ORD0447,2025-07-26,Beauty,Moisturizer,2,1040,2080,Male,32,South,Credit Card
ORD0448,2025-03-28,Clothing,T-Shirt,5,3080,15400,Male,41,North,Cash
ORD0449,2025-11-01,Home & Kitchen,Storage Box,5,790,3950,Male,60,North,UPI
ORD0450,2025-07-14,Electronics,Headphones,4,18990,75960,Male,53,East,Cash
ORD0451,2025-08-04,Clothing,Jeans,1,2040,2040,Male,60,East,Credit Card
ORD0452,2025-05-25,Beauty,Face Wash,5,800,4000,Male,24,West,Credit Card
ORD0453,2025-09-25,Sports,Yoga Mat,3,9010,27030,Male,40,West,Debit Card
ORD0454,2025-04-17,Clothing,T-Shirt,5,3040,15200,Female,39,South,UPI
ORD0455,2025-12-09,Electronics,Headphones,1,24310,24310,Female,27,North,UPI
ORD0456,2025-06-01,Electronics,Keyboard,2,19500,39000,Female,47,North,UPI
ORD0457,2025-12-13,Clothing,T-Shirt,3,2340,7020,Female,45,North,UPI
ORD0458,2025-11-28,Electronics,Headphones,2,27970,55940,Male,39,East,Cash
ORD0459,2025-06-25,Sports,Cricket Bat,1,4310,4310,Male,25,West,Cash
ORD0460,2025-08-04,Beauty,Moisturizer,4,2640,10560,Male,25,South,UPI
ORD0461,2025-09-05,Clothing,T-Shirt,4,3520,14080,Female,29,West,Debit Card
ORD0462,2025-09-07,Sports,Football,2,5440,10880,Male,44,West,UPI
ORD0463,2025-12-27,Electronics,Keyboard,3,1300,3900,Male,60,East,UPI
ORD0464,2025-12-06,Beauty,Shampoo,4,1970,7880,Female,27,North,UPI
ORD0465,2025-09-11,Clothing,Dress,4,4860,19440,Male,22,West,Debit Card
ORD0466,2025-09-17,Clothing,Jacket,3,750,2250,Male,53,West,Cash
ORD0467,2025-10-21,Clothing,T-Shirt,4,2770,11080,Female,23,West,Cash
ORD0468,2025-12-01,Home & Kitchen,Mixer,4,7930,31720,Male,24,West,Cash
ORD0469,2025-02-16,Electronics,Smartwatch,5,800,4000,Female,50,South,Cash
ORD0470,2025-08-21,Home & Kitchen,Lamp,1,2580,2580,Female,53,West,Debit Card
ORD0471,2025-01-02,Beauty,Face Wash,1,1330,1330,Female,40,East,Debit Card
ORD0472,2025-03-13,Electronics,Headphones,2,20960,41920,Female,24,East,Credit Card
ORD0473,2025-08-23,Clothing,T-Shirt,4,1600,6400,Male,63,East,UPI
ORD0474,2025-08-19,Beauty,Face Wash,5,830,4150,Female,60,South,Cash
ORD0475,2025-08-10,Electronics,Smartwatch,1,23460,23460,Female,50,South,Credit Card
ORD0476,2025-11-04,Clothing,T-Shirt,4,3860,15440,Female,50,West,Cash
ORD0477,2025-06-25,Sports,Yoga Mat,3,4570,13710,Female,46,South,Credit Card
ORD0478,2025-12-26,Beauty,Lipstick,5,1730,8650,Female,63,South,Credit Card
ORD0479,2025-06-26,Clothing,Dress,3,4010,12030,Male,63,South,Debit Card
ORD0480,2025-10-26,Electronics,Keyboard,5,20470,102350,Female,61,East,Cash
ORD0481,2025-07-15,Electronics,Smartwatch,1,1830,1830,Male,21,North,Credit Card
ORD0482,2025-05-09,Home & Kitchen,Cookware Set,3,7290,21870,Male,21,East,Credit Card
ORD0483,2025-08-20,Sports,Football,3,8830,26490,Male,57,South,Cash
ORD0484,2025-12-07,Clothing,Dress,3,4040,12120,Male,42,West,Cash
ORD0485,2025-05-09,Home & Kitchen,Storage Box,1,430,430,Male,57,West,Credit Card
ORD0486,2025-11-05,Home & Kitchen,Storage Box,5,7860,39300,Male,64,South,Debit Card
ORD0487,2025-03-30,Beauty,Shampoo,1,1150,1150,Male,42,North,Cash
ORD0488,2025-03-24,Home & Kitchen,Storage Box,3,1630,4890,Female,18,East,Cash
ORD0489,2025-11-02,Clothing,T-Shirt,2,2150,4300,Male,58,East,Cash
ORD0490,2025-12-29,Sports,Dumbbells,3,1240,3720,Female,51,South,Credit Card
ORD0491,2025-08-01,Sports,Football,5,2130,10650,Female,23,East,Credit Card
ORD0492,2025-05-31,Clothing,Jacket,3,2340,7020,Male,57,West,UPI
ORD0493,2025-11-25,Electronics,Keyboard,4,10640,42560,Male,20,East,Cash
ORD0494,2025-05-25,Electronics,Mouse,3,22920,68760,Male,51,East,Cash
ORD0495,2025-06-14,Beauty,Face Wash,3,1180,3540,Male,24,South,UPI
ORD0496,2025-08-06,Electronics,Smartphone,2,28870,57740,Male,31,West,UPI
ORD0497,2025-06-19,Clothing,T-Shirt,4,4170,16680,Male,23,North,UPI
ORD0498,2025-10-22,Clothing,Jacket,5,860,4300,Male,34,West,Cash
ORD0499,2025-01-09,Beauty,Perfume,4,1810,7240,Female,61,North,UPI
ORD0500,2025-12-25,Sports,Football,5,960,4800,Male,40,North,Debit Card
